文件,行号,组件,静态标签,处理函数及属性
client/src/AdminApp.tsx,307,input,,"{""autoComplete"": ""\""username\"""", ""value"": ""{loginUsername}"", ""onChange"": ""{(event) => setLoginUsername(event.target.value)}""}"
client/src/AdminApp.tsx,315,input,,"{""autoComplete"": ""\""current-password\"""", ""type"": ""\""password\"""", ""value"": ""{loginPassword}"", ""onChange"": ""{(event) => setLoginPassword(event.target.value)}""}"
client/src/AdminApp.tsx,322,button,登录后台,"{""type"": ""\""submit\""""}"
client/src/AdminApp.tsx,324,button,首次设置或找回密码,"{""type"": ""\""button\"""", ""onClick"": ""{() => {\n                setError(\""\"");\n                setNotice(\""\"");\n                setAuthPhase(\""recovery\"");\n              }}""}"
client/src/AdminApp.tsx,346,input,,"{""autoComplete"": ""\""off\"""", ""placeholder"": ""\""ASX1.…\"""", ""type"": ""\""password\"""", ""value"": ""{recoveryCredential}"", ""onChange"": ""{(event) =>\n                    setRecoveryCredential(event.target.value)\n                  }""}"
client/src/AdminApp.tsx,356,button,验证恢复凭据,"{""type"": ""\""submit\""""}"
client/src/AdminApp.tsx,358,button,返回账号密码登录,"{""type"": ""\""button\"""", ""onClick"": ""{() => setAuthPhase(\""anonymous\"")}""}"
client/src/AdminApp.tsx,373,input,,"{""autoComplete"": ""\""new-password\"""", ""type"": ""\""password\"""", ""value"": ""{newPassword}"", ""onChange"": ""{(event) => setNewPassword(event.target.value)}""}"
client/src/AdminApp.tsx,382,input,,"{""autoComplete"": ""\""new-password\"""", ""type"": ""\""password\"""", ""value"": ""{confirmPassword}"", ""onChange"": ""{(event) => setConfirmPassword(event.target.value)}""}"
client/src/AdminApp.tsx,389,button,保存新密码,"{""type"": ""\""submit\""""}"
client/src/AdminApp.tsx,411,button,菜单,"{""aria-controls"": ""\""admin-navigation\"""", ""aria-expanded"": ""{isNavigationOpen}"", ""aria-label"": ""{isNavigationOpen ? \""关闭导航\"" : \""展开导航\""}"", ""className"": ""\""admin-nav-toggle\"""", ""type"": ""\""button\"""", ""onClick"": ""{() => setIsNavigationOpen((current) => !current)}""}"
client/src/AdminApp.tsx,434,button,退出登录,"{""type"": ""\""button\"""", ""onClick"": ""{() => void signOut()}""}"
client/src/AdminApp.tsx,442,button,,"{""aria-label"": ""\""关闭导航遮罩\"""", ""className"": ""\""admin-sidebar-backdrop\"""", ""type"": ""\""button\"""", ""onClick"": ""{() => setIsNavigationOpen(false)}""}"
client/src/AdminApp.tsx,485,button,,"{""aria-current"": ""{activeTab === tab.id ? \""page\"" : undefined}"", ""aria-label"": ""{tab.label}"", ""className"": ""{\n                          activeTab === tab.id\n                            ? \""admin-tab is-active\""\n                            : \""admin-tab\""\n                        }"", ""key"": ""{tab.id}"", ""type"": ""\""button\"""", ""onClick"": ""{() => {\n                          setActiveTab(tab.id);\n                          setNavigationIntent(\""\"");\n                          // C3：切标签清掉上一页残留的全局提示。\n                          setError(\""\"");\n                          setNotice(\""\"");\n                          if (isCompactNavigation) {\n                            setIsNavigationOpen(false);\n                          }\n                        }}""}"
client/src/AdminApp.tsx,541,TabBar,,"{""ariaLabel"": ""\""运营概览快捷导航\"""", ""items"": ""{tabGroups[0].tabs}"", ""active"": ""{activeTab}"", ""onChange"": ""{(tab) => setActiveTab(tab as AdminTab)}""}"
client/src/AnalysisWorkspace.tsx,1257,button,返回,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isWorkspaceBusy}"", ""onClick"": ""{handleClose}"", ""type"": ""\""button\""""}"
client/src/AnalysisWorkspace.tsx,1265,button,开始生成,"{""disabled"": ""{\n              readOnly ||\n              isWorkspaceBusy ||\n              isFirstFrameBusy ||\n              generationDrafts.isLoading\n            }"", ""onClick"": ""{handleStartGeneration}"", ""type"": ""\""button\""""}"
client/src/AnalysisWorkspace.tsx,1324,button,前往处理,"{""onClick"": ""{() => handleGoFixMissing(item)}"", ""type"": ""\""button\""""}"
client/src/AnalysisWorkspace.tsx,1334,button,关闭,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => setMissingModalOpen(false)}"", ""ref"": ""{missingModalCloseRef}"", ""type"": ""\""button\""""}"
client/src/AnalysisWorkspace.tsx,1349,button,重新加载,"{""className"": ""\""secondary-button analysis-retry-button\"""", ""onClick"": ""{reloadWorkspace}"", ""type"": ""\""button\""""}"
client/src/AnalysisWorkspace.tsx,1374,button,重新检查,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{reloadWorkspace}"", ""type"": ""\""button\""""}"
client/src/AnalysisWorkspace.tsx,1383,button,,"{""disabled"": ""{\n                isStartingAnalysis ||\n                isAnalysisPending ||\n                !project.reference_asset_id\n              }"", ""onClick"": ""{handleStartAnalysis}"", ""type"": ""\""button\""""}"
client/src/AnalysisWorkspace.tsx,1501,input,,"{""aria-label"": ""{ariaLabel}"", ""className"": ""\""shot-table-input\"""", ""disabled"": ""{readOnly}"", ""min"": ""{type === \""number\"" ? 0 : undefined}"", ""onChange"": ""{(event) => onChange(event.target.value)}"", ""step"": ""{type === \""number\"" ? \""0.1\"" : undefined}"", ""type"": ""{type}"", ""value"": ""{value}""}"
client/src/AnalysisWorkspace.tsx,1530,select,,"{""aria-label"": ""{`${ariaPrefix} 人物运动`}"", ""className"": ""\""shot-table-select\"""", ""disabled"": ""{readOnly}"", ""onChange"": ""{(event) => {\n          const next = event.target.value as ShotMotion[\""subject_motion_state\""];\n          if (next) {\n            onChange({ subject_motion_state: next });\n          }\n        }}"", ""value"": ""\""\""""}"
client/src/AnalysisWorkspace.tsx,1553,select,,"{""aria-label"": ""{`${ariaPrefix} 人物运动`}"", ""className"": ""\""shot-table-select\"""", ""disabled"": ""{readOnly}"", ""onChange"": ""{(event) =>\n          onChange({\n            subject_motion_state: event.target\n              .value as ShotMotion[\""subject_motion_state\""],\n          })\n        }"", ""value"": ""{motion.subject_motion_state}""}"
client/src/AnalysisWorkspace.tsx,1571,select,,"{""aria-label"": ""{`${ariaPrefix} 位移方向`}"", ""className"": ""\""shot-table-select\"""", ""disabled"": ""{readOnly}"", ""onChange"": ""{(event) =>\n          onChange({\n            subject_direction: event.target\n              .value as ShotMotion[\""subject_direction\""],\n          })\n        }"", ""value"": ""{motion.subject_direction}""}"
client/src/AnalysisWorkspace.tsx,1589,select,,"{""aria-label"": ""{`${ariaPrefix} 运镜方式`}"", ""className"": ""\""shot-table-select\"""", ""disabled"": ""{readOnly}"", ""onChange"": ""{(event) =>\n          onChange({\n            camera_motion: event.target.value as ShotMotion[\""camera_motion\""],\n          })\n        }"", ""value"": ""{motion.camera_motion}""}"
client/src/App.tsx,118,input,,"{""autoComplete"": ""\""off\"""", ""onChange"": ""{(event) => setAccessToken(event.target.value)}"", ""placeholder"": ""\""本地桌面模式可留空\"""", ""type"": ""\""password\"""", ""value"": ""{accessToken}""}"
client/src/App.tsx,126,button,,"{""type"": ""\""button\"""", ""disabled"": ""{isLoginLoading}"", ""onClick"": ""{handleLogin}""}"
client/src/App.tsx,592,button,,"{""aria-current"": ""{activePage === item.page ? \""page\"" : undefined}"", ""className"": ""{\n              activePage === item.page\n                ? \""nav-button nav-button--active\""\n                : \""nav-button\""\n            }"", ""disabled"": ""{navigationDisabled}"", ""key"": ""{item.page}"", ""onClick"": ""{() => onNavigate(item.page)}"", ""type"": ""\""button\""""}"
client/src/App.tsx,611,button,,"{""aria-current"": ""{activePage === \""profile\"" ? \""page\"" : undefined}"", ""aria-label"": ""\""打开个人中心\"""", ""className"": ""{\n              isUserPage ? \""sidebar-user sidebar-user--active\"" : \""sidebar-user\""\n            }"", ""disabled"": ""{navigationDisabled}"", ""onClick"": ""{() => onNavigate(\""profile\"")}"", ""type"": ""\""button\""""}"
client/src/App.tsx,632,button,,"{""aria-controls"": ""\""sidebar-user-actions\"""", ""aria-expanded"": ""{isUserMenuOpen}"", ""aria-label"": ""\""用户菜单\"""", ""className"": ""{\n              isUserPage ? \""sidebar-user sidebar-user--active\"" : \""sidebar-user\""\n            }"", ""disabled"": ""{navigationDisabled}"", ""onClick"": ""{() => setIsUserMenuOpen((isOpen) => !isOpen)}"", ""type"": ""\""button\""""}"
client/src/App.tsx,665,button,,"{""aria-current"": ""{activePage === item.page ? \""page\"" : undefined}"", ""className"": ""{\n                    activePage === item.page\n                      ? \""sidebar-user__menu-item sidebar-user__menu-item--active\""\n                      : \""sidebar-user__menu-item\""\n                  }"", ""disabled"": ""{navigationDisabled}"", ""key"": ""{item.page}"", ""onClick"": ""{() => navigateFromUserMenu(item.page)}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,525,button,重新读取人物库,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isLoading}"", ""onClick"": ""{() => void loadLibrary()}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,558,button,,"{""aria-label"": ""{`查看人物 ${entry.display_name} 大图`}"", ""className"": ""\""character-preview-card__cover\"""", ""disabled"": ""{coverStatus === \""loading\""}"", ""onClick"": ""{() => {\n                    if (cover && coverStatus === \""error\"") {\n                      void loadPreviewUrls([cover.assetId], true);\n                      return;\n                    }\n                    setLightboxId(entry.identity_id);\n                  }}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,592,input,,"{""aria-label"": ""\""修改人物名称\"""", ""onChange"": ""{(event) => setEditingName(event.target.value)}"", ""type"": ""\""text\"""", ""value"": ""{editingName}""}"
client/src/CharacterLibrary.tsx,598,button,,"{""disabled"": ""{isRenaming}"", ""onClick"": ""{() => void saveRename(entry)}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,605,button,取消,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isRenaming}"", ""onClick"": ""{cancelRename}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,631,button,改名,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => startRename(entry)}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,640,button,,"{""aria-label"": ""{`重新生成人物 ${entry.display_name} 的五视图`}"", ""className"": ""\""secondary-button\"""", ""disabled"": ""{busyRegenerateId !== \""\""}"", ""onClick"": ""{() => void handleRegenerate(entry)}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,653,button,,"{""aria-label"": ""{`删除人物 ${entry.display_name}`}"", ""className"": ""\""secondary-button\"""", ""disabled"": ""{busyDeleteId !== \""\""}"", ""onClick"": ""{() => void handleDelete(entry)}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,742,button,移除失败任务,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{onClear}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,927,button,关闭,"{""aria-label"": ""\""关闭人物预览\"""", ""className"": ""\""secondary-button\"""", ""onClick"": ""{onClose}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,941,button,人物基准,"{""aria-selected"": ""{activeTab === \""base\""}"", ""className"": ""{activeTab === \""base\"" ? \""is-active\"" : undefined}"", ""onClick"": ""{() => setActiveTab(\""base\"")}"", ""role"": ""\""tab\"""", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,950,button,场景造型,"{""aria-selected"": ""{activeTab === \""scenes\""}"", ""className"": ""{activeTab === \""scenes\"" ? \""is-active\"" : undefined}"", ""onClick"": ""{() => setActiveTab(\""scenes\"")}"", ""role"": ""\""tab\"""", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,968,button,,"{""className"": ""\""primary-button\"""", ""onClick"": ""{() => setSceneFormOpen((open) => !open)}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,984,input,,"{""maxLength"": ""{80}"", ""placeholder"": ""\""例如：工地巡检\"""", ""value"": ""{sceneName}"", ""onChange"": ""{(event) => setSceneName(event.target.value)}""}"
client/src/CharacterLibrary.tsx,993,textarea,,"{""maxLength"": ""{600}"", ""placeholder"": ""\""例如：乡村别墅施工现场，白天自然光\"""", ""value"": ""{sceneDescription}"", ""onChange"": ""{(event) =>\n                      setSceneDescription(event.target.value)\n                    }""}"
client/src/CharacterLibrary.tsx,1004,textarea,,"{""maxLength"": ""{600}"", ""placeholder"": ""\""例如：黄色安全帽、深蓝色工装和反光背心\"""", ""value"": ""{costumeDescription}"", ""onChange"": ""{(event) =>\n                      setCostumeDescription(event.target.value)\n                    }""}"
client/src/CharacterLibrary.tsx,1014,button,,"{""className"": ""\""primary-button\"""", ""disabled"": ""{sceneGenerating}"", ""type"": ""\""submit\""""}"
client/src/CharacterLibrary.tsx,1061,button,,"{""aria-label"": ""{`查看${look.scene_name}五视图`}"", ""className"": ""\""secondary-button\"""", ""onClick"": ""{() =>\n                            setExpandedSceneId((current) =>\n                              current === look.persona_id\n                                ? \""\""\n                                : look.persona_id,\n                            )\n                          }"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,1097,button,收起,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => setExpandedSceneId(\""\"")}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,1132,button,,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{Boolean(busyDownloadKey) || !sheetUrl}"", ""onClick"": ""{() => void onDownloadSheet(entry)}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,1152,button,,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{Boolean(busyDownloadKey)}"", ""onClick"": ""{() => void onDownloadAll(entry)}"", ""type"": ""\""button\""""}"
client/src/CharacterLibrary.tsx,1186,button,,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{Boolean(busyDownloadKey) || !previewUrl}"", ""onClick"": ""{() => void onDownloadView(entry, view)}"", ""type"": ""\""button\""""}"
client/src/CharacterReferenceSelection.tsx,330,input,,"{""checked"": ""{checked}"", ""disabled"": ""{\n                    readOnly ||\n                    automaticReference ||\n                    isSubmitting ||\n                    (!checked && !previewUrls[candidate.asset_id])\n                  }"", ""onChange"": ""{() => toggleAsset(candidate.asset_id)}"", ""type"": ""\""checkbox\""""}"
client/src/CharacterReferenceSelection.tsx,372,button,,"{""className"": ""\""source-frame-confirm\"""", ""disabled"": ""{\n            isLoading ||\n            isSubmitting ||\n            selectedAssetIds.length < 1 ||\n            selectedAssetIds.length > 4 ||\n            selectedAssetIds.some((assetId) => !previewUrls[assetId])\n          }"", ""onClick"": ""{handleConfirm}"", ""type"": ""\""button\""""}"
client/src/CharacterSelection.tsx,351,select,,"{""aria-label"": ""\""角色版本\"""", ""disabled"": ""{readOnly || isRestoring || isSaving || isAutoSelecting}"", ""onChange"": ""{(event) => void handleInlineChange(event.target.value)}"", ""value"": ""{selectedVersionId}""}"
client/src/CharacterSelection.tsx,387,button,切换到 V,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isSaving || isAutoSelecting}"", ""onClick"": ""{() =>\n                  void handleInlineChange(newerVersion.character_version_id)\n                }"", ""type"": ""\""button\""""}"
client/src/CharacterSelection.tsx,435,button,,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isRestoring}"", ""onClick"": ""{openSelection}"", ""type"": ""\""button\""""}"
client/src/CharacterSelection.tsx,450,button,更换,"{""onClick"": ""{openSelection}"", ""type"": ""\""button\""""}"
client/src/CharacterSelection.tsx,465,button,,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => setIsUploadOpen((open) => !open)}"", ""type"": ""\""button\""""}"
client/src/CharacterSelection.tsx,474,button,关闭,"{""type"": ""\""button\"""", ""className"": ""\""secondary-button\"""", ""onClick"": ""{() => setIsOpen(false)}""}"
client/src/CharacterSelection.tsx,523,input,,"{""checked"": ""{isSelected}"", ""disabled"": ""{readOnly}"", ""name"": ""\""main-character-version\"""", ""onChange"": ""{() => {\n                        setSelectedVersionId(version.character_version_id);\n                        setMessage(\""\"");\n                      }}"", ""type"": ""\""radio\"""", ""value"": ""{version.character_version_id}""}"
client/src/CharacterSelection.tsx,579,button,,"{""disabled"": ""{\n                isLoading ||\n                isSaving ||\n                isAutoSelecting ||\n                !selectedVersionId ||\n                selectedOption?.assets.length !== 7\n              }"", ""onClick"": ""{saveSelection}"", ""type"": ""\""button\""""}"
client/src/FirstFrameSelection.tsx,488,select,,"{""aria-label"": ""\""首帧生成模式\"""", ""disabled"": ""{readOnly || isSubmitting || !canGenerate}"", ""onChange"": ""{(event) =>\n                setModel(event.target.value as FirstFrameModel)\n              }"", ""value"": ""{model}""}"
client/src/FirstFrameSelection.tsx,502,input,,"{""aria-label"": ""\""候选数量\"""", ""disabled"": ""{readOnly || isSubmitting || !canGenerate}"", ""max"": ""\""3\"""", ""min"": ""\""1\"""", ""onChange"": ""{(event) => setQuantity(Number(event.target.value))}"", ""type"": ""\""number\"""", ""value"": ""{quantity}""}"
client/src/FirstFrameSelection.tsx,517,textarea,,"{""aria-label"": ""\""首帧编辑提示词\"""", ""disabled"": ""{readOnly || isSubmitting || !canGenerate}"", ""onChange"": ""{(event) => setPrompt(event.target.value)}"", ""rows"": ""{5}"", ""value"": ""{prompt}""}"
client/src/FirstFrameSelection.tsx,527,button,,"{""disabled"": ""{readOnly || isSubmitting || !canGenerate}"", ""onClick"": ""{handleGenerate}"", ""type"": ""\""button\""""}"
client/src/FirstFrameSelection.tsx,538,button,,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{\n            readOnly ||\n            isSubmitting ||\n            !selectedAssetId ||\n            !selectedPreview ||\n            isHistoryVersion\n          }"", ""onClick"": ""{handleConfirm}"", ""type"": ""\""button\""""}"
client/src/FirstFrameSelection.tsx,655,button,版本 #,"{""className"": ""{\n                historyVersion.id === version?.id\n                  ? \""history-version history-version--active\""\n                  : \""history-version\""\n              }"", ""key"": ""{historyVersion.id}"", ""disabled"": ""{isSubmitting}"", ""onClick"": ""{() => void load(historyVersion)}"", ""type"": ""\""button\""""}"
client/src/FirstFrameSelection.tsx,723,input,,"{""checked"": ""{checked}"", ""disabled"": ""{disabled}"", ""name"": ""\""first-frame\"""", ""onChange"": ""{onSelect}"", ""type"": ""\""radio\"""", ""value"": ""{candidate.asset_id}""}"
client/src/GenerationLauncher.tsx,154,input,,"{""checked"": ""{ratio === value}"", ""disabled"": ""{readOnly || busy}"", ""name"": ""\""generation-ratio\"""", ""onChange"": ""{() => onRatioChange?.(value)}"", ""type"": ""\""radio\"""", ""value"": ""{value}""}"
client/src/GenerationLauncher.tsx,169,select,,"{""aria-label"": ""\""成片时长\"""", ""disabled"": ""{readOnly || busy}"", ""onChange"": ""{(event) => onDurationChange(event.target.value)}"", ""value"": ""{outputDuration}""}"
client/src/GenerationLauncher.tsx,181,select,,"{""aria-label"": ""\""分辨率\"""", ""disabled"": ""{readOnly || busy}"", ""onChange"": ""{(event) =>\n                onResolutionChange(event.target.value as \""768P\"" | \""2K\"")\n              }"", ""value"": ""{resolution}""}"
client/src/GenerationLauncher.tsx,197,button,,"{""disabled"": ""{!canCompile}"", ""onClick"": ""{onCompilePrompt}"", ""type"": ""\""button\""""}"
client/src/GenerationLauncher.tsx,204,textarea,,"{""aria-label"": ""\""视频生成提示词内容\"""", ""onChange"": ""{(event) => onPromptTextChange(event.target.value)}"", ""readOnly"": ""{\n                  readOnly ||\n                  busyAction === \""compile\"" ||\n                  busyAction === \""prompt\"" ||\n                  promptStatus === \""LOCKED\"" ||\n                  promptStatus === \""USED\""\n                }"", ""rows"": ""{10}"", ""maxLength"": ""{7000}"", ""value"": ""{promptText}""}"
client/src/GenerationLauncher.tsx,235,button,,"{""disabled"": ""{readOnly || !promptDirty || busy || promptStale}"", ""onClick"": ""{onSavePromptRevision}"", ""type"": ""\""button\""""}"
client/src/GenerationLauncher.tsx,242,button,,"{""disabled"": ""{\n                  readOnly ||\n                  promptDirty ||\n                  promptStale ||\n                  busy ||\n                  promptStatus === \""LOCKED\"" ||\n                  promptStatus === \""USED\""\n                }"", ""onClick"": ""{onLockPrompt}"", ""type"": ""\""button\""""}"
client/src/GenerationLauncher.tsx,267,button,应用,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{readOnly || busy}"", ""key"": ""{saved.id}"", ""onClick"": ""{() => onApplySavedPrompt?.(saved.id)}"", ""type"": ""\""button\""""}"
client/src/GenerationLauncher.tsx,290,select,,"{""aria-label"": ""\""生成数量\"""", ""disabled"": ""{readOnly || busy}"", ""onChange"": ""{(event) => onQuantityChange(event.target.value)}"", ""value"": ""{quantityInput}""}"
client/src/GenerationLauncher.tsx,323,button,,"{""disabled"": ""{!canCreateBatch}"", ""onClick"": ""{onCreateBatch}"", ""type"": ""\""button\""""}"
client/src/GenerationLauncher.tsx,333,button,恢复已提交批次,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{readOnly || busy}"", ""onClick"": ""{onRecoverBatch}"", ""type"": ""\""button\""""}"
client/src/ProjectDetailFlow.tsx,488,button,重试匹配,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{retryReferenceMatch}"", ""type"": ""\""button\""""}"
client/src/ProjectDetailFlow.tsx,520,button,返回项目列表,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isBusy}"", ""onClick"": ""{onBack}"", ""type"": ""\""button\""""}"
client/src/ProjectDetailFlow.tsx,613,textarea,,"{""aria-label"": ""\""自定义文案\"""", ""disabled"": ""{readOnly}"", ""onChange"": ""{(event) => setScriptText(event.target.value)}"", ""value"": ""{scriptText}""}"
client/src/ProjectDetailFlow.tsx,647,select,,"{""aria-label"": ""\""画面比例\"""", ""onChange"": ""{(event) =>\n                    setGenerationRatio(event.target.value as GenerationRatio)\n                  }"", ""value"": ""{generationRatio}""}"
client/src/ProjectDetailFlow.tsx,665,select,,"{""aria-label"": ""\""成片时长\"""", ""onChange"": ""{(event) =>\n                    setGenerationDuration(Number(event.target.value) as 4 | 15)\n                  }"", ""value"": ""{generationDuration}""}"
client/src/ProjectDetailFlow.tsx,678,select,,"{""aria-label"": ""\""生成数量\"""", ""onChange"": ""{(event) =>\n                    setGenerationQuantity(\n                      Number(event.target.value) as 1 | 2 | 4,\n                    )\n                  }"", ""value"": ""{generationQuantity}""}"
client/src/ProjectDetailFlow.tsx,709,button,,"{""disabled"": ""{!canStart}"", ""onClick"": ""{() => void handleStartGeneration()}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,404,input,,"{""accept"": ""\"".mp4,.mov,video/mp4,video/quicktime\"""", ""aria-label"": ""\""选择一个或多个参考视频\"""", ""hidden"": ""true"", ""multiple"": ""true"", ""onChange"": ""{handleFileChange}"", ""ref"": ""{fileInputRef}"", ""type"": ""\""file\""""}"
client/src/ProjectsPage.tsx,413,input,,"{""accept"": ""\"".mp4,.mov,video/mp4,video/quicktime\"""", ""aria-label"": ""\""重新上传参考视频\"""", ""hidden"": ""true"", ""onChange"": ""{handleRebindFileChange}"", ""ref"": ""{rebindFileInputRef}"", ""type"": ""\""file\""""}"
client/src/ProjectsPage.tsx,428,button,,"{""disabled"": ""{isUploading}"", ""onClick"": ""{() => fileInputRef.current?.click()}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,497,button,取消上传,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() =>\n                      abortControllersRef.current.get(item.key)?.abort()\n                    }"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,508,button,知道了,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() =>\n                    setUploads((current) =>\n                      current.filter((entry) => entry.key !== item.key),\n                    )\n                  }"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,548,input,,"{""aria-label"": ""\""修改项目名称\"""", ""onChange"": ""{(event) =>\n                            setEditingProjectName(event.target.value)\n                          }"", ""type"": ""\""text\"""", ""value"": ""{editingProjectName}""}"
client/src/ProjectsPage.tsx,556,button,,"{""disabled"": ""{isRenaming}"", ""onClick"": ""{() => void saveRename(project)}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,563,button,取消,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isRenaming}"", ""onClick"": ""{cancelRename}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,574,button,,"{""aria-label"": ""{`打开项目 ${project.name}`}"", ""className"": ""\""projects-list__main\"""", ""onClick"": ""{() => onOpenAnalysis(project)}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,593,button,生成视频,"{""className"": ""\""projects-generate-button\"""", ""onClick"": ""{() => onOpenDetail(project)}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,602,button,查看流程,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => onOpenDetail(project)}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,613,button,,"{""className"": ""\""projects-generate-button\"""", ""disabled"": ""{\n                                retryingAnalysisProjectId === project.id\n                              }"", ""onClick"": ""{() => void handleRetryAnalysis(project)}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,628,button,重新上传,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{\n                                isUploading || Boolean(deletingProjectId)\n                              }"", ""onClick"": ""{() => requestRebind(project)}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,640,button,重命名,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => startRename(project)}"", ""type"": ""\""button\""""}"
client/src/ProjectsPage.tsx,649,button,,"{""aria-label"": ""{`删除项目 ${project.name}`}"", ""className"": ""\""secondary-button project-delete-button\"""", ""disabled"": ""{\n                                isUploading || Boolean(deletingProjectId)\n                              }"", ""onClick"": ""{() => void handleDeleteProject(project)}"", ""type"": ""\""button\""""}"
client/src/PromptMarkdown.tsx,104,button,,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{() => void handleCopy()}"", ""type"": ""\""button\""""}"
client/src/PromptMarkdown.tsx,112,button,编辑,"{""className"": ""\""secondary-button\"""", ""onClick"": ""{startEditing}"", ""type"": ""\""button\""""}"
client/src/PromptMarkdown.tsx,129,textarea,,"{""aria-label"": ""\""提示词源码\"""", ""maxLength"": ""{7000}"", ""onChange"": ""{(event) => setDraft(event.target.value)}"", ""spellCheck"": ""{false}"", ""value"": ""{draft}""}"
client/src/PromptMarkdown.tsx,138,button,,"{""disabled"": ""{isSaving}"", ""onClick"": ""{() => void handleSave()}"", ""type"": ""\""button\""""}"
client/src/PromptMarkdown.tsx,145,button,取消,"{""className"": ""\""secondary-button\"""", ""disabled"": ""{isSaving}"", ""onClick"": ""{cancelEditing}"", ""type"": ""\""button\""""}"
client/src/RootApp.tsx,197,button,,"{""type"": ""\""button\"""", ""onClick"": ""{onAction}""}"
client/src/ScriptEditor.tsx,45,input,,"{""checked"": ""{scriptSource === \""original\""}"", ""disabled"": ""{readOnly || busy}"", ""name"": ""\""script-source\"""", ""onChange"": ""{() => onChooseSource(\""original\"")}"", ""type"": ""\""radio\""""}"
client/src/ScriptEditor.tsx,55,input,,"{""aria-label"": ""\""自定义稿\"""", ""checked"": ""{scriptSource === \""custom\""}"", ""disabled"": ""{readOnly || busy}"", ""name"": ""\""script-source\"""", ""onChange"": ""{() => onChooseSource(\""custom\"")}"", ""type"": ""\""radio\""""}"
client/src/ScriptEditor.tsx,68,textarea,,"{""aria-label"": ""\""口播稿内容\"""", ""onChange"": ""{(event) => onScriptTextChange(event.target.value)}"", ""readOnly"": ""{readOnly || scriptSource === \""original\""}"", ""rows"": ""{6}"", ""value"": ""{scriptText}""}"
client/src/ScriptEditor.tsx,77,button,,"{""disabled"": ""{readOnly || busy || !scriptText.trim()}"", ""onClick"": ""{onRewriteScript}"", ""type"": ""\""button\""""}"
client/src/ScriptEditor.tsx,84,button,,"{""disabled"": ""{readOnly || busy || !scriptText.trim()}"", ""onClick"": ""{onSaveScript}"", ""type"": ""\""button\""""}"
